id;vertexId;weight
0;21499;7267.156751697542
1;17062;6560.06105376705
2;9605;3721.5353840946705
3;27062;8518.409380415154
4;32365;4504.884226345168
5;28612;8182.196418507495
6;3683;9741.69475594857
7;32323;6026.3626415459985
8;31179;8585.10356371654
9;20669;4362.317978473813
10;24501;4751.454036404797
11;26668;14674.317960874021
12;5756;10073.414506263718
13;21327;6158.3676958970145
14;584;8554.616908051223
