id;clusterId;vertexId;distance
147;14;508;1
148;6;512;1
149;10;512;1
150;7;512;1
151;14;520;1
152;11;526;1
153;11;527;1
154;14;527;1
155;3;527;1
156;8;527;1
157;6;531;1
158;9;531;1
159;10;531;1
160;7;531;1
161;8;531;1
162;10;533;1
163;13;534;1
164;6;534;1
165;14;534;1
166;11;546;1
167;9;549;1
168;5;549;1
169;0;555;1
170;7;563;1
171;12;563;1
172;12;572;1
173;8;579;1
174;4;582;1
175;8;582;1
176;14;584;-1
177;14;584;1
178;8;584;1
179;6;586;1
180;0;589;1
181;1;589;1
182;11;589;1
183;2;589;1
184;5;589;1
185;3;589;1
186;6;590;1
187;4;590;1
188;1;598;1
189;6;599;1
190;2;599;1
191;12;605;1
192;1;613;1
193;8;613;1
194;5;626;1
195;9;627;1
196;8;628;1
197;6;641;1
198;10;641;1
199;14;641;1
200;7;641;1
201;8;641;1
202;10;645;1
203;3;646;1
204;0;647;1
205;5;647;1
206;14;649;1
207;3;651;1
208;10;659;1
209;5;660;1
210;9;661;1
211;6;664;1
212;14;664;1
213;7;664;1
214;8;664;1
215;12;664;1
216;13;671;1
217;1;671;0
218;14;671;1
219;4;684;1
220;14;686;1
221;7;698;1
222;12;698;1
223;10;714;1
224;11;718;1
225;3;718;1
226;8;722;1
227;12;724;1
228;5;730;1
229;7;738;1
230;12;739;1
231;14;743;1
232;5;745;1
233;3;748;1
234;11;750;1
235;3;750;1
236;12;752;1
237;6;754;1
238;3;769;1
239;9;774;1
240;5;782;1
241;11;785;1
242;6;789;1
243;12;789;1
244;13;791;0
245;1;791;1
246;9;791;1
247;3;791;1
248;8;793;1
249;0;794;1
250;10;794;1
251;0;805;1
252;5;805;1
253;11;808;1
254;7;808;1
255;12;808;1
256;5;840;1
257;11;844;1
258;11;853;1
259;12;855;1
260;11;857;1
261;2;867;1
262;5;870;1
263;6;883;1
264;9;883;1
265;10;883;1
266;4;883;1
267;14;883;1
268;7;883;1
269;8;883;1
270;1;885;1
271;8;885;1
272;11;893;1
273;0;896;1
274;6;896;1
275;11;896;1
276;5;896;1
277;6;905;1
278;10;908;1
279;6;913;1
280;10;913;1
281;7;913;1
282;0;917;1
283;11;917;0
284;11;917;1
285;3;917;1
286;12;917;0
287;12;917;1
288;0;927;1
289;0;929;1
290;5;947;1
291;6;951;1
292;11;962;1
293;10;962;1
294;3;962;1
295;8;963;1
296;7;966;1
297;12;966;1
298;10;967;1
299;4;967;1
300;7;967;1
301;8;967;1
302;6;989;1
303;14;990;1
304;12;990;1
305;13;991;1
306;11;991;1
307;4;995;1
308;14;1006;1
309;12;1006;1
310;6;1012;1
311;6;1014;1
312;10;1014;1
313;7;1014;1
314;8;1014;1
315;5;1013;1
316;9;1019;1
317;9;1018;1
318;8;1021;1
319;6;1023;1
320;4;1023;1
321;7;1026;0
322;7;1026;1
323;8;1026;1
324;5;1030;1
325;10;1044;1
326;11;1055;1
327;3;1055;1
328;0;1062;1
329;5;1062;0
330;5;1062;1
331;5;1063;1
332;6;1066;1
333;10;1066;1
334;7;1066;1
335;5;1068;1
336;7;1069;1
337;3;1079;1
338;6;1091;1
339;8;1091;1
340;4;1097;1
341;14;1097;1
342;6;1099;1
343;9;1116;1
344;5;1118;1
345;5;1125;1
346;4;1127;1
347;5;1129;1
348;6;1136;1
349;6;1144;1
350;11;1144;1
351;14;1144;1
352;5;1144;1
353;8;1144;1
354;5;1149;1
355;12;1150;1
356;5;1152;1
357;9;1153;1
358;6;1163;1
359;14;1163;0
360;14;1163;1
361;8;1163;1
362;9;1165;1
363;5;1165;1
364;5;1167;1
365;14;1171;0
366;9;1181;1
367;6;1183;1
368;11;1183;1
369;5;1183;1
370;1;1200;1
371;8;1200;1
372;3;1201;1
373;11;1227;1
374;14;1236;1
375;9;1253;1
376;8;1253;1
377;1;1273;1
378;8;1273;1
379;14;1274;1
380;8;1274;1
381;0;1284;1
382;1;1293;1
383;5;1310;1
384;12;1314;1
385;6;1317;1
386;11;1317;1
387;11;1318;1
388;14;1318;1
389;3;1318;1
390;6;1322;1
391;11;1322;1
392;12;1322;1
393;11;1321;1
394;3;1321;1
395;6;1326;1
396;5;1332;1
397;11;1333;1
398;10;1333;1
399;3;1333;1
400;14;1335;1
401;8;1335;1
402;5;1338;1
403;10;1340;1
404;8;1343;1
405;1;1360;1
406;10;1360;1
407;6;1372;1
408;14;1372;1
409;0;1378;1
410;6;1378;1
411;11;1378;1
412;5;1378;1
413;6;1383;1
414;7;1383;1
415;12;1383;1
416;5;1385;1
417;7;1389;1
418;12;1389;1
419;6;1390;1
420;14;1390;1
421;7;1390;1
422;8;1390;1
423;0;1403;1
424;14;1412;1
425;8;1412;1
426;6;1417;0
427;6;1417;1
428;11;1417;1
429;14;1417;1
430;3;1417;1
431;7;1417;1
432;14;1427;1
433;8;1427;1
434;10;1431;1
435;14;1436;0
436;14;1437;1
437;8;1437;1
438;0;1442;1
439;1;1442;1
440;11;1442;1
441;2;1442;1
442;5;1442;1
443;3;1442;1
444;11;1450;1
445;14;1467;1
446;5;1475;1
447;6;1478;1
448;12;1489;1
449;12;1499;1
450;3;1507;1
451;1;1515;1
452;12;1516;1
453;9;1526;1
454;0;1528;1
455;6;1531;1
456;12;1531;1
457;8;1535;1
458;7;1541;1
459;6;1542;1
460;6;1543;1
461;2;1547;1
462;6;1551;1
463;10;1551;1
464;14;1551;1
465;7;1551;1
466;8;1551;1
467;8;1554;1
468;6;1556;1
469;3;1556;1
470;12;1556;1
471;6;1562;1
472;10;1562;1
473;7;1562;1
474;5;1569;1
475;10;1575;1
476;8;1575;1
477;3;1578;1
478;14;1580;1
479;3;1580;1
480;6;1594;1
481;11;1594;1
482;5;1594;1
483;11;1596;1
484;4;1596;1
485;8;1596;1
486;5;1598;1
487;14;1611;1
488;3;1611;1
489;12;1611;1
490;1;1620;1
491;9;1620;1
492;12;1620;1
493;6;1624;1
494;6;1635;1
495;8;1635;1
496;12;1635;1
497;2;1637;1
498;14;1637;1
499;5;1637;1
500;0;1642;1
501;10;1649;1
502;6;1652;1
503;9;1650;1
504;7;1654;1
505;5;1657;1
506;11;1658;1
507;12;1660;1
508;4;1665;1
509;6;1670;1
510;8;1670;1
511;12;1679;1
512;5;1683;1
513;3;1683;1
514;8;1691;1
515;5;1692;1
516;12;1696;0
517;12;1696;1
518;7;1702;1
519;12;1702;1
520;14;1703;1
521;5;1707;1
522;3;1710;1
523;9;1717;1
524;5;1717;1
525;8;1726;1
526;8;1735;1
527;6;1745;1
528;10;1753;1
529;1;1759;1
530;14;1765;1
531;8;1765;1
532;4;1766;1
533;1;1769;1
534;8;1769;1
535;12;1786;1
536;3;1798;1
537;8;1798;1
538;9;1802;1
539;0;1804;1
540;2;1805;1
