id;vertexId;weight
0;21318;6015.238056346362
1;17909;12273.226869386832
2;31165;8282.299442327947
3;28598;7950.759138531615
4;32351;4359.1290950807015
5;3679;9319.290962406154
6;27050;8186.580416401182
7;32309;5820.312401410422
8;21490;7005.06762093124
9;17055;6409.566882427057
10;20660;4262.246362310754
11;24490;4591.0197314482975
12;9601;3628.5448458052147
13;26657;14151.951932999315
14;583;8116.584730452488
