id;vertexId;weight
0;21499;7005.587843179617
1;17062;6453.249010860787
2;9605;3629.8316490142233
3;27062;8195.32873878201
4;32365;4365.505500306983
5;28612;7984.07766520817
6;3683;9348.96171095057
7;32323;5819.69758869044
8;31179;8288.198420476101
9;26668;14182.7440170001
10;24501;4602.279545967322
11;20669;4268.614309970512
12;17916;12278.805334234443
13;21327;6009.753615193264
14;584;8240.377863966449
