id;str;partOfSpeech;weight;weightOutgoingVertex;flagTrain
0;f;0;0.0;150.3813801575562;0
1;стража;0;0.09774516590390374;2.3101939467777384;0
2;обеспокоить;2;0.0;42.17561762134349;0
3;достоинство;0;20.60682073831983;549.475723528952;1
4;пустошь;0;1.1368908114882559E-4;20.980461817867706;0
5;комплекс;0;0.014049822412777508;271.1460365494528;0
6;свивальник;0;0.008115968382547923;29.234116694453018;0
7;крах;0;0.12045190919790325;83.3605218837634;0
8;струг;0;0.0;51.45444227960599;0
9;подделывать;2;0.007018930150958423;51.33550000811343;0
10;прах;0;0.2131033965487127;284.0512219135829;0
11;противопоставлять;2;0.01295920048321214;123.69554151363063;0
12;небезынтересный;1;1.7582177297827697;54.76952346146385;0
13;засекречивать;2;0.0;48.64518436455565;0
14;даритель;0;0.0;378.5713867619839;0
15;паладин;0;0.0;10.785663840114859;0
16;рохля;0;0.0;7.011078402124308;0
17;чистосердечный;1;0.9636482758327022;20.60912592198782;0
18;починка;0;0.21873913444977938;0.3828420358482495;0
19;ясак;0;0.0;14.755538329093701;0
20;высылать;2;0.018716953959911853;80.88580783600831;0
21;1;null;12.553790020843959;0.0;0
22;ажур;0;0.0;9.385759940320828;0
23;звонок;0;2.051431635038071;325.81515915262685;1
24;резаться;2;4.000059155294256;1.3632024526223372;1
25;ранг;0;2.5972320075205704;74.86764554845689;1
26;барельеф;0;0.0;78.77047239160622;0
27;лояльный;1;0.0;161.10139982966717;0
28;составление;0;2.01139180041856;0.0;1
29;времянка;0;0.0;19.714720061464977;0
30;прощание;0;1.695856973459874;38.9291086974771;0
31;исчезновение;0;0.7835590576020073;0.6457412003476484;0
32;забытье;0;1.1788064215826959;0.37122991114374204;0
33;озабочивать;2;0.014716770295140215;5.0557641718397965;0
34;кукла;0;0.1950221832353461;154.82260380283677;0
35;спо;0;0.009374866988439796;0.0;0
36;протяжение;0;5.975817465503126;54.96643567273675;1
37;опак;0;0.0;111.7276520570562;0
38;усаживаться;2;3.788966099779529;72.31142873245281;1
39;штанина;0;0.0;20.8355215969245;0
40;опорный;1;0.7396382102759369;0.0;0
41;спорный;1;0.05174635968954405;84.14924908025999;0
42;шкодить;2;0.0;39.13418953084089;0
43;единить;2;0.3513968324718837;21.41692958370651;0
44;упорный;1;0.14807212138100748;181.771836160474;0
45;брак;0;16.576355114986505;254.6876632719451;0
46;шлепнуться;2;0.08270400503851304;3.0050631569760498;0
47;невропатология;0;0.0;82.89547058463074;0
48;демарш;0;0.0;8.52759041460945;0
49;штамповать;2;0.0;219.97979386451848;0
50;осо;0;0.03687540303479432;0.0;0
51;подачка;0;0.009302427500883913;323.6221903360525;0
52;трак;0;0.0;1.2318985774367697;0
53;простой;1;12.027227955802482;213.25903583437437;1
54;тривиальность;0;0.9878170074856812;62.2602348867312;0
55;бездушный;1;0.11541184434934051;275.24200915246075;0
56;порука;0;0.04757196732098815;2.7296021358734777;0
57;мрак;0;2.03259420003785;19.237851641843584;0
58;развеваться;2;0.07987205294256301;0.0;0
59;внимание;0;73.52137035220657;189.8942256846321;1
60;омовение;0;0.0;8.905526282826612;0
61;стажировать;2;0.0;85.67043370402251;0
62;обрисовывать|;null;0.01101169728011803;0.0;0
63;жнивье;0;0.0;254.00278978202238;0
64;плодить;2;9.797595611199602E-5;168.10158381490294;0
65;ропотливый;1;0.26002403183829165;8.012647366914214;0
66;должнобыть;2;0.04062333789024425;0.0;0
67;зурна;0;0.0;64.3965727869498;0
68;бессребреник;0;0.007312170073932373;0.3449880329090589;0
69;массовый;1;0.7915355311744265;356.09384723120854;0
70;прибедняться;2;0.0;33.694176977556495;0
71;скопить;2;9.943831815318712;0.0;0
72;зимовник;0;0.0;357.3747517517608;0
73;лирика;0;0.0;194.598904540914;0
74;коннозаводство;0;0.0;16.703598158074463;0
75;астрология;0;0.0;233.22092732618276;0
76;слоеный;1;0.0;4.00803278125;0
77;знак;0;21.870014466746426;381.5372697800773;0
78;перелом;0;0.23846704325218004;51.62457342831778;0
79;коллаборационист;0;0.0;3.3446130740628406;0
80;монополия;0;0.5221131185916864;365.25452138346645;0
81;продолжительность;0;0.19630319036432695;117.68865581457968;0
82;запьянеть;2;0.1091022472088374;4.194037718662315;0
83;зазимовать;2;0.0;246.44473174680599;0
84;родословная;0;0.020230303511377126;0.0;0
85;инвариант;0;0.0;444.75348935649413;0
86;копотливый;1;0.0;25.326110133898467;0
87;рукотворный;1;0.0;6.616236129753075;0
88;манкировать;2;0.0;88.13982403957824;0
89;исшарить;2;0.6247406837920487;20.52947304992085;0
90;квартет;0;0.0;69.90475218882855;0
91;расхлябывать;2;0.0;1.1646198556708958E-4;0
92;срабатывать;2;0.0201122619642903;427.54968885190357;0
93;отшельничество;0;0.0;55.23006599835653;0
94;содержимое;0;0.6912307178893764;32.20510784797225;0
95;питомник;0;0.03707695456414;253.7441820312613;0
96;пресыщение;0;0.0033902301854938587;0.0;0
97;надсмотрщик;0;0.0;0.11447368869698148;0
98;мадам;0;0.003099999523048889;132.7954875259125;0
99;прислужник;0;0.43120267211885815;29.080571659073172;0
100;восходящий;1;0.20147405443276953;29.390781155656665;0
101;бечева;0;0.041884138907366766;11.191382243199156;0
102;разъять;2;0.0;15.657399422450112;0
103;обструкционизм;0;0.05682691147408056;2.7626226811507566;0
104;говядина;0;43.542295788715904;208.75977190052612;1
105;подбочениваться;2;0.0;3.267922480955734;0
106;взъерошивать;2;3.8820661855696535E-5;0.019098088015537803;0
107;злак;0;3.0418402588492346;82.26456658588755;0
108;пульверизация;0;0.0;8.356440354341656;0
109;оргвывод;0;0.0;97.83947930882749;0
110;препоручать;2;1.1524057128643908;66.46484498453879;0
111;шлак;0;0.0;57.06516774496158;0
112;распахнуть;2;0.6965729628539098;67.77342051283172;0
113;паспахнуть;2;0.04882890970736421;0.0;0
114;материализм;0;0.0;47.53700224220997;0
115;ухо;0;0.5061577121720555;346.786895158661;0
116;смак;0;1.767279114215125;507.33042846586363;0
117;кустарь;0;0.0;65.75229186669159;0
118;пораженчество;0;0.0;186.3408371990936;0
119;шиворот-навыворот;6;0.0;8.45278463991786;0
120;капитулировать;2;0.024845523312666807;64.68680348486325;0
121;оцепенение;0;0.597269617776252;0.0;0
122;отремонтировать;2;0.09995378427305104;0.0;0
123;округ;0;0.19646588976635984;27.02848106488677;0
124;хронометраж;0;0.0;26.07642745849353;0
125;припек;0;0.0;69.49385502670268;0
126;эхо;0;1.8988158473442025;300.5704074939922;0
127;лошадник;0;0.0;22.554780416168413;0
128;реставрация;0;1.3032650765840977E-4;97.7327501396129;0
129;сионист;0;0.0;0.8650219110906923;0
130;опознавать;2;0.6273752451541366;71.58370604107785;0
131;феноменальный;1;0.14865698898012064;21.330418677141004;0
132;междуведомственный;1;0.0;184.82733375504722;0
133;мангал;0;8.0;0.78;1
134;раздружить;2;0.0;31.0822486103564;0
135;следуемый;1;0.0;12.921402162877508;0
136;крохобор;0;0.023416553235788076;3.21714965234458;0
137;регулятор;0;0.0;98.73085810206354;0
138;корова;0;2.282110519366239;106.58375601890624;0
139;прошение;0;0.8028329623490523;39.75324402891452;0
140;стыть;2;0.0;226.81606818588617;0
141;слаживаться;2;0.0;45.518968428775636;0
142;бурак;0;0.0;0.6664773428062258;0
143;межевать;2;0.012393527981886275;213.67142522165867;0
144;дурак;0;0.00651426154683437;14.067957956874935;0
145;наслаждение;0;5.272873929767134;191.80481406251803;1
146;гангрена;0;0.0;11.391924162883821;0
147;изрешечивать;2;0.0;40.34059322148428;0
148;когочего-нибудь;null;11.633624885352404;0.0;0
149;простокваша;0;0.0;7.204402249739423;0
150;осязаемый;1;0.0;118.35777478529616;0
151;бутафорский;1;0.11388421037098773;0.0;0
152;сношение;0;3.0531738736484;50.62364931348197;0
153;воссоздание;0;0.03886188832459959;4.536819696009059;0
154;телескопический;1;0.0;34.00600933127384;0
155;бунчук;0;0.0;52.463616705477854;0
156;осознавать;2;2.2860004072509295;48.992183819721035;0
157;путеобходчик;0;0.0;114.25853187613637;0
158;отщелкивать;2;0.0;12.730111662091474;0
159;попечитель;0;6.1003897201808844E-5;167.63883113739897;0
160;штапельный;1;0.0;172.63047100493606;0
161;богопротивный;1;1.5343404447727677E-4;0.07593978831318243;0
162;захватчик;0;0.8333899962555723;51.72579689940617;0
